,neighbor_num,isite,atom,x,y,z,front_index
0,0,3,Si1,0.0,0.0,0.0,
1,1,20,O1,1.5148584125220803,-1.1102230246251565e-16,-0.5431980949920694,0.0
2,1,47,O1,5.551115123125783e-17,0.0,1.6078674237706079,0.0
3,1,27,O1,-0.7562560398695921,1.3182980294160345,-0.531375673229781,0.0
4,1,19,O1,-0.7646892808169943,-1.307687391463459,-0.5431980949920694,0.0
5,2,4,Si1,3.10274967687029,-0.12731014308543176,-0.3146075429866526,1.0
6,2,14,Si1,0.2936779853431887,-0.5119365518423593,3.103498347573419,2.0
7,2,5,Si1,-1.279805223754377,2.2309437750773866,-1.7500499501724145,3.0
8,2,4,Si1,-1.4563457098078594,-2.742684926012349,-0.31460754298665283,4.0
9,3,19,O1,3.794406105861155,1.3076873914634588,-0.5431980949920693,5.0
10,3,24,O1,3.709159488993094,-1.1843977142179447,-1.3667605760670076,5.0
11,3,45,O1,3.396427662213479,-0.6392466949277911,1.1810233808161588,5.0
12,3,33,O1,1.8815692496913985,-0.6392466949277907,3.332088899578836,6.0
13,3,42,O1,-0.3127318267796151,0.5451510192901536,4.155651380653773,6.0
14,3,38,O1,-0.3979784436476761,-1.9469340863912494,3.332088899578836,6.0
15,3,44,O1,-2.024028093366166,3.528265701424909,-1.1598586318802189,7.0
16,3,21,O1,-2.305832882195164,1.378818851970066,-2.650611186250111,7.0
17,3,18,O1,-0.026285188856089547,2.6865062434335245,-2.650611186250111,7.0
18,3,20,O1,-3.0442369741560693,-2.615374782926918,-0.5431980949920695,8.0
19,3,24,O1,-0.8499358976850551,-3.799772497144862,-1.3667605760670076,8.0
20,3,45,O1,-1.1626677244646704,-3.254621477854709,1.1810233808161588,8.0
21,4,3,Si1,4.559095386678149,2.6153747829269176,2.135970752524051e-16,9.0
22,4,0,Si1,3.973570930398342,-1.6453171168844005,-2.8865740160001585,10.0
23,4,9,Si1,3.396427662213479,-0.6392466949277906,2.7888908045867664,11.0
24,4,9,Si1,3.396427662213479,-0.6392466949277906,2.7888908045867664,12.0
25,4,10,Si1,-0.5771432681848627,1.0060704219566088,5.6754648205869245,13.0
26,4,9,Si1,-1.1626677244646706,-3.254621477854708,2.7888908045867664,14.0
27,4,8,Si1,-2.8240996143744073,4.9229424430730555,-1.1598586318802186,15.0
28,4,2,Si1,-3.715900983007814,1.1961494197335234,-3.4044016146776124,16.0
29,4,2,Si1,0.8431944036703354,3.811524202660441,-3.4044016146776124,17.0
30,4,3,Si1,-4.559095386678149,-2.6153747829269176,-2.135970752524051e-16,18.0
31,4,0,Si1,-0.5855244562798074,-4.260691899811318,-2.8865740160001585,19.0
32,4,9,Si1,-1.1626677244646706,-3.254621477854708,2.7888908045867664,20.0
