,neighbor_num,isite,atom,x,y,z,front_index
0,0,14,Si1,0.0,0.0,0.0,
1,1,47,O1,1.5154917716485865,-2.465190328815662e-32,-0.5346620776692417,0.0
2,1,21,O1,-0.7581515309643188,1.3156573669423155,-0.5380070094561547,0.0
3,1,19,O1,-0.7581515317825812,-1.3156573669423153,-0.5380070117755071,0.0
4,1,20,O1,0.0,4.0059342843254506e-32,1.6109623205698913,0.0
5,2,15,Si1,3.030983543297174,-1.1102230246251564e-16,-1.0693241553384836,1.0
6,2,5,Si1,-2.0013907844580228,2.3046930473504057,-0.2840756131563935,2.0
7,2,3,Si1,-2.1994437450300746,-1.9610020755782613,-0.8454538081576627,3.0
8,2,4,Si1,-0.8713574171644524,-0.3436909717721457,2.918987295825887,4.0
9,3,16,O1,3.624696337840767,-1.495838886344787,-0.9974163184143727,5.0
10,3,17,O1,3.0612878392021408,0.5181286112008585,-2.594389396224343,5.0
11,3,18,O1,3.923269515595507,0.9777102751439284,-0.151115050714963,5.0
12,3,35,O1,-3.266995872842754,1.8292129476919572,-1.1614811595435648,6.0
13,3,33,O1,-1.6050069370064206,3.819002593444516,-0.6706470072746635,6.0
14,3,42,O1,-2.408510574249343,2.264621668397516,1.271882754671517,6.0
15,3,31,O1,-2.1232573910408443,-2.9196572783076076,-2.1396202738398458,7.0
16,3,34,O1,-2.7049923837451346,-2.8044850387721594,0.43150943944957054,7.0
17,3,41,O1,-3.2596878318218714,-0.7875322161502804,-1.140766625080418,7.0
18,3,32,O1,0.07745438563899953,-0.8993453151369106,4.098264791559685,8.0
19,3,36,O1,-1.6509029000348,0.9752720945052255,3.419310530763474,8.0
20,3,40,O1,-1.954692756803015,-1.4770894556722574,2.558222663358474,8.0
21,4,0,Si1,4.977413072745643,-2.364916098508807,-0.9410354087007655,9.0
22,4,1,Si1,3.912469730240512,0.5168679226834246,-3.9596016026489447,10.0
23,4,2,Si1,5.275259773557911,1.8480481758253817,-0.09679332917756933,11.0
24,4,1,Si1,-4.200441252888966,0.5168679226834252,-1.0973849127707782,12.0
25,4,8,Si1,-1.834204567562515,5.163164424530038,0.18981125224971934,13.0
26,4,2,Si1,-2.8376512095715656,1.8480481758253822,2.7654233607005976,14.0
27,4,7,Si1,-3.106638235083838,-2.955048157233977,-3.416883206993642,15.0
28,4,0,Si1,-3.135497910383834,-2.3649160985088056,1.921181281177402,16.0
29,4,1,Si1,-4.200441252888966,0.5168679226834252,-1.0973849127707782,17.0
30,4,6,Si1,-0.13134914400619535,-2.2081162672960635,5.016529829255753,18.0
31,4,2,Si1,-2.8376512095715656,1.8480481758253822,2.7654233607005976,19.0
32,4,0,Si1,-3.135497910383834,-2.3649160985088056,1.921181281177402,20.0
