,isite_i,isite_j,distance
0,0,1,0.0
1,0,2,0.0
2,0,3,1.8610056919343232
3,0,4,1.8610056894765736
4,0,5,1.8610056867838327
5,0,6,0.0
6,0,7,0.0
7,0,8,0.0
8,0,9,1.8610056875156773
9,0,10,1.861005684156652
10,0,11,1.8610056873318483
11,0,12,2.213211987150046
12,0,13,2.2132119910079946
13,0,14,2.2132119938643906
14,0,15,1.749978893320838
15,0,16,1.7499788850764002
16,0,17,1.7499788870415782
17,0,18,2.2132119921697595
18,0,19,2.213211986171263
19,0,20,2.2132119949823945
20,0,21,1.7499788871706283
21,0,22,1.7499788950430135
22,0,23,1.7499788849580986
23,0,24,2.6251282033851178
24,0,25,2.881470342606615
25,0,26,2.6251282048507574
26,0,27,2.88147034321765
27,1,2,0.0
28,1,3,1.858438105708858
29,1,4,1.8584381034509487
30,1,5,1.8584381031995143
31,1,6,0.0
32,1,7,0.0
33,1,8,0.0
34,1,9,1.858438103923002
35,1,10,1.858438100339013
36,1,11,1.858438102617883
37,1,12,2.210808163379519
38,1,13,2.210808160564184
39,1,14,2.210808164652208
40,1,15,1.7529578156065968
41,1,16,1.7529578122207727
42,1,17,1.752957823134339
43,1,18,2.2108081632489323
44,1,19,2.2108081623659857
45,1,20,2.2108081645728546
46,1,21,1.7529578173370268
47,1,22,1.752957817334779
48,1,23,1.752957828566592
49,1,24,2.624190716238254
50,1,25,2.8807851909945
51,1,26,2.624190717578516
52,1,27,2.88078519265998
53,2,3,1.8610056858882091
54,2,4,1.86100568343046
55,2,5,1.8610056807377189
56,2,6,0.0
57,2,7,0.0
58,2,8,0.0
59,2,9,1.861005681469564
60,2,10,1.8610056781105384
61,2,11,1.8610056812857343
62,2,12,2.213211998152055
63,2,13,2.213212002010004
64,2,14,2.213212004866399
65,2,15,1.749978902211312
66,2,16,1.7499788939668737
67,2,17,1.7499788959320517
68,2,18,2.213212003171769
69,2,19,2.2132119971732727
70,2,20,2.2132120059844027
71,2,21,1.7499788960611016
72,2,22,1.749978903933487
73,2,23,1.7499788938485723
74,2,24,2.6251282050765963
75,2,25,2.881470344601715
76,2,26,2.625128206542236
77,2,27,2.881470345212751
78,3,4,0.0
79,3,5,0.0
80,3,6,1.8610056875156784
81,3,7,1.8610056841566536
82,3,8,1.8610056873318503
83,3,9,0.0
84,3,10,0.0
85,3,11,0.0
86,3,12,1.749978893320837
87,3,13,1.7499788850763982
88,3,14,1.7499788870415776
89,3,15,2.213211987150044
90,3,16,2.2132119910079915
91,3,17,2.2132119938643866
92,3,18,1.7499788871706263
93,3,19,1.7499788950430122
94,3,20,1.7499788849580995
95,3,21,2.213211992169757
96,3,22,2.2132119861712614
97,3,23,2.2132119949823923
98,3,24,2.881470342606615
99,3,25,2.625128203385117
100,3,26,2.8814703432176505
101,3,27,2.6251282048507574
102,4,5,0.0
103,4,6,1.8610056831687445
104,4,7,1.8610056798097208
105,4,8,1.8610056829849169
106,4,9,0.0
107,4,10,0.0
108,4,11,0.0
109,4,12,1.7499788941520211
110,4,13,1.7499788859075829
111,4,14,1.749978887872762
112,4,15,2.2132119898533484
113,4,16,2.213211993711296
114,4,17,2.213211996567692
115,4,18,1.749978888001811
116,4,19,1.7499788958741969
117,4,20,1.7499788857892842
118,4,21,2.2132119948730624
119,4,22,2.2132119888745665
120,4,23,2.213211997685697
121,4,24,2.8814703360344707
122,4,25,2.625128198062699
123,4,26,2.881470336645506
124,4,27,2.625128199528338
125,5,6,1.851818134626424
126,5,7,1.8518181309970017
127,5,8,1.8518181301673453
128,5,9,0.0
129,5,10,0.0
130,5,11,0.0
131,5,12,1.7430351951743406
132,5,13,1.7430351898536671
133,5,14,1.7430351993930926
134,5,15,2.2085374692947126
135,5,16,2.2085374646631504
136,5,17,2.208537468772823
137,5,18,1.7430351998058158
138,5,19,1.743035196895896
139,5,20,1.7430352022714388
140,5,21,2.2085374678950607
141,5,22,2.2085374682882475
142,5,23,2.2085374679341485
143,5,24,2.8793956057140986
144,5,25,2.6221646507881835
145,5,26,2.879395610958852
146,5,27,2.6221646499025275
147,6,7,0.0
148,6,8,0.0
149,6,9,1.853312159459328
150,6,10,1.85331215994226
151,6,11,1.8533121642341823
152,6,12,2.210591801054097
153,6,13,2.2105918005399583
154,6,14,2.2105918033815137
155,6,15,1.7456526759982316
156,6,16,1.7456526727760675
157,6,17,1.745652678806896
158,6,18,2.2105918025063334
159,6,19,2.2105918000584377
160,6,20,2.2105917957565056
161,6,21,1.74565267922071
162,6,22,1.7456526777132726
163,6,23,1.7456526726852264
164,6,24,2.622532047547684
165,6,25,2.879147094090272
166,6,26,2.6225320461021884
167,6,27,2.8791471004378306
168,7,8,0.0
169,7,9,1.855709510202695
170,7,10,1.855709514194468
171,7,11,1.855709522504445
172,7,12,2.2045332205196027
173,7,13,2.204533221690767
174,7,14,2.204533217371856
175,7,15,1.7425494628645348
176,7,16,1.7425494632653564
177,7,17,1.7425494633351348
178,7,18,2.204533220428276
179,7,19,2.2045332195412204
180,7,20,2.2045332129459374
181,7,21,1.742549464578711
182,7,22,1.742549464570965
183,7,23,1.7425494631788798
184,7,24,2.622570499430969
185,7,25,2.879122791436276
186,7,26,2.6225705009620617
187,7,27,2.8791227972542592
188,8,9,1.853312165498274
189,8,10,1.8533121659812055
190,8,11,1.8533121702731288
191,8,12,2.210591786327816
192,8,13,2.210591785813678
193,8,14,2.210591788655233
194,8,15,1.7456526629533056
195,8,16,1.7456526597311426
196,8,17,1.7456526657619698
197,8,18,2.2105917877800527
198,8,19,2.210591785332157
199,8,20,2.2105917810302245
200,8,21,1.745652666175784
201,8,22,1.745652664668347
202,8,23,1.7456526596403013
203,8,24,2.6225320546775355
204,8,25,2.879147094754096
205,8,26,2.62253205323204
206,8,27,2.8791471011016543
207,9,10,0.0
208,9,11,0.0
209,9,12,1.7456526759982307
210,9,13,1.745652672776066
211,9,14,1.7456526788068951
212,9,15,2.210591801054096
213,9,16,2.210591800539956
214,9,17,2.210591803381512
215,9,18,1.745652679220709
216,9,19,1.7456526777132717
217,9,20,1.7456526726852255
218,9,21,2.210591802506332
219,9,22,2.210591800058436
220,9,23,2.2105917957565038
221,9,24,2.879147094090271
222,9,25,2.622532047547685
223,9,26,2.8791471004378306
224,9,27,2.6225320461021893
225,10,11,0.0
226,10,12,1.7425494628645346
227,10,13,1.742549463265357
228,10,14,1.7425494633351355
229,10,15,2.2045332205196044
230,10,16,2.204533221690767
231,10,17,2.204533217371856
232,10,18,1.742549464578711
233,10,19,1.7425494645709658
234,10,20,1.742549463178881
235,10,21,2.204533220428275
236,10,22,2.20453321954122
237,10,23,2.204533212945936
238,10,24,2.879122791436276
239,10,25,2.622570499430971
240,10,26,2.879122797254261
241,10,27,2.6225705009620603
242,11,12,1.7425494603770428
243,11,13,1.7425494607778649
244,11,14,1.7425494608476444
