,isite_i,isite_j,distance
0,0,1,1.8798396318176185
1,0,2,1.879839631817619
2,0,3,0.0
3,0,4,1.8798396318176196
4,0,5,0.0
5,0,6,0.0
6,0,7,1.879839631817619
7,0,8,0.9888649441688924
8,0,9,0.9888649441688931
9,0,10,0.9888649441688931
10,0,11,0.9888649441688916
11,0,12,2.857215857540594
12,0,13,2.8572158575405937
13,0,14,2.857215857540595
14,0,15,2.8572158575405933
15,0,16,3.0236003513445864
16,0,17,3.023600351344588
17,0,18,3.0236003513445864
18,0,19,3.023600351344585
19,0,20,0.0
20,0,21,1.8798396318176191
21,0,22,1.87983963181762
22,0,23,0.0
23,0,24,1.879839631817619
24,0,25,0.0
25,0,26,0.0
26,0,27,1.8798396318176191
27,0,28,0.9888649441688908
28,0,29,0.9888649441688891
29,0,30,0.9888649441688888
30,0,31,0.9888649441688911
31,0,32,2.8572158575405933
32,0,33,2.8572158575405973
33,0,34,2.8572158575405977
34,0,35,2.857215857540593
35,0,36,3.023600351344597
36,0,37,3.0236003513445846
37,0,38,3.023600351344584
38,0,39,3.0236003513445966
39,1,2,0.0
40,1,3,1.879839631817619
41,1,4,0.0
42,1,5,1.8798396318176187
43,1,6,1.8798396318176172
44,1,7,0.0
45,1,8,0.988864944168892
46,1,9,0.9888649441688908
47,1,10,0.9888649441688928
48,1,11,0.9888649441688924
49,1,12,2.8572158575405937
50,1,13,2.8572158575405933
51,1,14,2.8572158575405946
52,1,15,2.8572158575405915
53,1,16,3.0236003513445864
54,1,17,3.023600351344588
55,1,18,3.023600351344588
56,1,19,3.0236003513445864
57,1,20,1.879839631817618
58,1,21,0.0
59,1,22,0.0
60,1,23,1.8798396318176176
61,1,24,0.0
62,1,25,1.8798396318176191
63,1,26,1.8798396318176187
64,1,27,0.0
65,1,28,0.9888649441688924
66,1,29,0.9888649441688904
67,1,30,0.988864944168889
68,1,31,0.9888649441688911
69,1,32,2.857215857540593
70,1,33,2.8572158575405964
71,1,34,2.8572158575405977
72,1,35,2.857215857540593
73,1,36,3.023600351344599
74,1,37,3.023600351344585
75,1,38,3.023600351344585
76,1,39,3.023600351344596
77,2,3,1.8835681563388884
78,2,4,0.0
79,2,5,1.8835681563388895
80,2,6,1.8835681563388924
81,2,7,0.0
82,2,8,0.9828331627876647
83,2,9,0.982833162787666
84,2,10,0.9828331627876656
85,2,11,0.9828331627876652
86,2,12,2.8712390597685737
87,2,13,2.871239059768573
88,2,14,2.8712390597685733
89,2,15,3.5405356819287377
90,2,16,3.0250133310236564
91,2,17,3.0250133310236564
92,2,18,3.025013331023657
93,2,19,3.025013331023656
94,2,20,1.8835681563388855
95,2,21,0.0
96,2,22,0.0
97,2,23,1.883568156338897
98,2,24,0.0
99,2,25,1.8835681563388984
100,2,26,1.883568156338888
101,2,27,0.0
102,2,28,0.9828331627876667
103,2,29,0.9828331627876644
104,2,30,0.9828331627876632
105,2,31,0.9828331627876672
106,2,32,2.8712390597685724
107,2,33,2.8712390597685724
108,2,34,2.8712390597685737
109,2,35,2.8712390597685733
110,2,36,3.025013331023662
111,2,37,3.025013331023654
112,2,38,3.0250133310236555
113,2,39,3.0250133310236627
114,3,4,1.8797067746188008
115,3,5,0.0
116,3,6,0.0
117,3,7,1.8797067746187992
118,3,8,0.9717043251972692
119,3,9,0.9717043251972692
120,3,10,0.9717043251972683
121,3,11,0.9717043251972688
122,3,12,2.858569550168972
123,3,13,2.8585695501689714
124,3,14,2.8585695501689714
125,3,15,2.8585695501689714
126,3,16,3.00463554243271
127,3,17,3.0046355424327134
128,3,18,3.0046355424327107
129,3,19,3.0046355424327102
