,neighbor_num,isite,atom,x,y,z,front_index
0,0,4,Si1,0.0,0.0,0.0,
1,1,32,O1,-0.7027613562914528,-1.3410388293557984,-0.5443817393881014,0.0
2,1,36,O1,1.5101675945125912,0.0,-0.5642829860257267,0.0
3,1,20,O1,-1.1102230246251565e-16,-5.551115123125783e-17,1.6069123657428086,0.0
4,1,40,O1,-0.7969959362634867,1.2784357986265542,-0.5673019589763882,0.0
5,2,14,Si1,-1.6457186707501406,-2.5839545752107687,-0.9320344789275297,1.0
6,2,12,Si1,2.036131707636149,-0.6639964485205856,-1.935834510177762,2.0
7,2,2,Si1,-0.0449147239752829,0.22185740258257391,3.1997988097923855,3.0
8,2,9,Si1,-2.1341249355020113,1.787073972004011,-1.3054819892408354,4.0
9,3,38,O1,-1.1197545576265835,-3.2479510237313542,-2.3035860030795643,5.0
10,3,52,O1,-1.5578536181321938,-3.677214984262933,0.24376633708957218,5.0
11,3,24,O1,-3.1529131858506774,-2.046850917659606,-1.0978976506352363,5.0
12,3,26,O1,3.5433262214645698,-1.2011001152381817,-1.7699713346808275,6.0
13,3,34,O1,1.0931743931774611,-1.9069121943755567,-2.323487249717189,6.0
14,3,50,O1,1.9482666550182015,0.4292639605315782,-3.1116353261948637,6.0
15,3,26,O1,-0.825663216309996,1.5940662065391653,3.524999914175583,7.0
16,3,30,O1,-0.8129720926221178,-1.0120135973162458,3.8934303004459374,7.0
17,3,22,O1,1.4572907075506003,0.3459792742227552,3.7552444244394447,7.0
18,3,45,O1,-2.814454626635881,2.937747393028074,-0.4070525078478351,8.0
19,3,48,O1,-1.752837107946221,2.3942830597268787,-2.7480217300763554,8.0
20,3,28,O1,-3.1656043082664405,0.5592288953622386,-1.466328040694819,8.0
21,4,6,Si1,0.39041303688600903,-3.2479510237313547,-2.86786898910529,9.0
22,4,16,Si1,-1.2647800866190806,-4.447842859351283,1.6253372483502961,10.0
23,4,0,Si1,-3.9336616769132746,-0.6746421045365807,-0.7726965500412653,11.0
24,4,2,Si1,4.324074713799283,-2.573308919194773,-2.095172439064026,12.0
25,4,6,Si1,0.39041303688600903,-3.2479510237313547,-2.86786898910529,13.0
26,4,17,Si1,1.655193122232974,1.1998918264534963,-4.49320623366636,14.0
27,4,12,Si1,-2.332857730138418,2.1311698732567623,3.3591367386786484,15.0
28,4,11,Si1,-1.8444514653865483,-2.239858673958018,3.732584248991955,16.0
29,4,0,Si1,2.959496133182002,0.47010114963407235,4.310690046230288,17.0
30,4,17,Si1,-2.7137963155415923,3.995058148230844,0.8017650151900495,18.0
31,4,8,Si1,-0.6312241303140835,3.1244375821141075,-3.644605754261537,19.0
32,4,0,Si1,-3.9336616769132746,-0.6746421045365807,-0.7726965500412653,20.0
