,ABW_0,ACO_0,AEI_0,AEI_1,AEI_8,AEI_9,AEL_0,AEL_1,AEL_16,AEL_8,AEL_9,AEN_0,AEN_1,AEN_16,AEN_17,AEN_8,AEN_9,AFI_0,AFI_6,AFN_0,AFN_10,AFN_12,AFN_14,AFN_2,AFN_4,AFN_6,AFN_8,AFO_0,AFO_1,AFO_12,AFO_16,AFO_8,AFR_0,AFR_1,AFR_16,AFR_17,AFR_24,AFR_25,AFR_8,AFR_9,AFS_0,AFS_24,AFS_30,AFS_48,AFS_50,AFS_6
AEL_9,4.579572258671103,3.265057831675745,5.492542592262221,4.275323283299758,4.498871258378827,7.043562327520192,4.842808395155069,4.11760405998137,3.853299179311086,4.745176424289238,0.0,4.488272995260818,4.477297891888014,4.119895364152703,4.815283310787253,3.0137936517896264,4.411085128493362,4.425926511093065,5.594815884534803,5.945616381873377,5.113205307217083,5.053206579048169,6.669205250137931,4.5705455117476514,7.742367428430968,5.24353432972791,4.915349112663961,5.103737517595318,4.8122452203640735,4.961320166778408,4.975962322226988,4.089431104027671,4.634723087741525,5.953013833385027,6.010546251565538,5.946565100021191,3.783924912362018,4.084989376767789,7.283245446286242,5.2179185347791135,5.011435237452686,3.5434397182989428,6.71119543883685,3.915867256411454,3.1267436215168978,4.41602464886219
AEN_0,4.438016272988964,3.901492744002305,4.494132278286306,5.014374245067688,1.7236164734946349,6.78669493263404,3.434320497796155,3.983229110942451,4.275610275935444,4.4887005951336425,4.488272995260818,0.0,3.8384201896718295,6.618676410683872,5.041163367946054,4.3652219031055255,4.908562191541498,3.5257277780605287,4.463566989314376,4.849655173735308,3.2482078796808094,2.3760168948843203,4.396791492429927,5.166690493285356,8.000425440655398,4.723957585348842,3.2921385248809805,4.441905072846138,5.717862603378249,4.196777655374717,5.672530157589896,3.4482934298362724,4.331128246825729,6.1639491614817645,2.597908791524217,6.018453059519666,4.663006413170342,3.950452277345495,7.47001474732534,4.69618592031191,4.712433273846563,5.961715852259673,5.874953018569391,4.01561960998486,3.919537563879647,6.982009539925742
AEN_1,3.044301164413983,3.901492744002305,1.7689843675058468,4.140300598096446,3.813129504661246,5.658190641422743,5.103855034138261,5.528555650889265,3.476602787044748,6.073359327039037,4.477297891888014,3.8384201896718295,0.0,3.963708074163847,2.975223626205555,3.8409867209153377,5.8304567873025,5.209203301953771,4.719620547017888,5.166690495243542,5.748062031214011,1.9605103182000203,4.865413347061218,4.849655176469999,5.014984739314787,6.752542956045789,3.925251038637408,5.717862603378248,4.441905072846139,4.494345603992817,4.340407337404844,5.352705344676703,4.610262429113762,4.729613527766174,6.018453059519667,2.5979087915242163,7.665728847104949,4.972881868119365,5.197855458198307,5.118993955630515,6.982009522102683,3.240464394768842,5.184325046010707,3.919537566797121,4.015619611907332,4.712433268701616
AEN_16,3.994060205148122,4.820245543855405,5.852629914873172,5.31361024911249,6.31695878564579,3.3507869962120505,5.761443477448471,4.99809716473338,2.884487125623956,4.63288497253619,4.119895364152703,6.618676410683872,3.963708074163847,0.0,3.404170568308138,4.524144377569379,4.364162824448797,4.231928510152662,3.84245327365992,4.908644131479306,5.58291125077385,4.9147406578732165,4.152948351399504,4.703435637022972,3.9660818890219978,6.340118545240184,5.528601163059393,4.238790268935757,3.325031327528322,4.439915299545138,4.189935289925868,4.296510327644797,4.830902364031785,4.469173227186428,6.124886984161434,5.172534226888132,4.700668906521771,5.422046639969608,3.3689999724638318,5.03610395922395,5.824460632006778,5.258840919668718,4.901352989472818,5.296447010705415,5.218631532560598,4.892540118533993
AEN_17,4.026040511533038,4.923521882796699,3.749465070909472,4.392541627695033,4.610295176539109,5.802778168709727,4.804263236872157,6.07390944050415,2.925199489343816,3.5124096242039813,4.815283310787253,5.041163367946054,2.975223626205555,3.404170568308138,0.0,5.430124377285769,4.737468162007195,3.8128521544127674,2.695306694008354,5.565273356734161,5.710299132714406,3.9884141230365793,5.366219877510062,4.038500136210221,4.156048386959389,6.1670738995544125,5.325079658733626,3.3860162463734502,2.6517917357375085,4.374816184618464,4.170867580587789,3.369628132771704,5.612322452046904,4.37102387399447,6.165238467733774,4.781704535922721,6.749580052917651,4.2827354423044,4.972309056343346,5.329722629787033,6.8011399879327445,4.154549632645659,5.974708147897041,5.345511940366452,5.460371760196558,4.982192901509349
AEN_8,4.166241267262821,3.524718183827768,4.75277028425284,5.476092880368942,5.443824141316175,4.923952410334657,4.936796379215892,3.5071926075613997,2.940144261548128,5.392611239752212,3.0137936517896264,4.3652219031055255,3.8409867209153377,4.524144377569379,5.430124377285769,0.0,4.539019183175936,5.285724998471679,5.166402636894727,4.827423625425731,5.700953441581548,4.429898212759836,4.672379764516218,6.463860046035966,4.559685493678408,3.2046422729168875,5.332871270127432,6.261818643438287,5.265529407993928,5.176913958212033,3.896452301481998,5.5927918716841365,4.439717278354882,6.338227655451126,4.631687070558698,3.1785329373675792,5.104901103341377,5.694972778826768,5.339192569673306,6.296887264901188,5.110761850231168,4.887579938523952,5.460996638725687,3.9220135691432856,3.708948374750781,5.317513466742353
AEN_9,4.402893433505402,3.5250489571938477,6.92534386080464,4.891694962133881,5.292574160050466,5.772191270867541,3.672570223141311,3.630767393885384,3.4595513052895064,3.229983698924117,4.411085128493362,4.908562191541498,5.8304567873025,4.364162824448797,4.737468162007195,4.539019183175936,0.0,2.580744933766334,5.356334159835052,4.9900166606553125,5.433319401700823,5.360587002010769,3.543586819994219,4.93388259171305,6.840347894978632,5.763354458212517,4.61279407339277,2.426735447078982,3.3061364758527643,4.29164822887947,4.836387883076522,3.097944241040614,3.615865812475569,5.1174036649353,6.703738379523494,6.99523684874605,4.35334257998721,4.123351468199669,5.304712822166328,4.433900817936959,3.900458784806827,5.378104102000645,6.47566193595982,3.710002022943466,3.9234336348303103,5.302916808844453
AFI_0,3.667656382914776,4.652819181780056,6.751416428371107,5.014058023258317,4.169240068364845,4.9303559420130085,4.764569101326129,4.789498947668747,3.5416068486776187,1.0036185338640722,4.425926511093065,3.5257277780605287,5.209203301953771,4.231928510152662,3.8128521544127674,5.285724998471679,2.580744933766334,0.0,4.566877873122826,5.190989924132161,4.223001044566832,5.218340301798257,4.332693148545326,4.189987280197584,6.153850504947992,6.474197285508695,4.057685403822785,0.6165333474981318,2.312567076168836,4.1569642265209525,4.161882206974937,0.6871556197147879,4.887073049480867,4.694008806117397,6.359465425686173,7.811360216472975,4.797011316704703,2.948022614455432,5.653743955894603,3.817334983593461,5.01538709985736,6.329938414205545,6.226186683402983,4.548074502599419,4.553781167782006,5.816594429165895
AFI_6,4.903333606191381,6.37906459401409,3.389569106624564,4.188396841073288,4.929108814336715,4.025647401018755,5.836606903714601,6.015718018805463,2.0108735936887387,4.576746372420048,5.594815884534803,4.463566989314376,4.719620547017888,3.84245327365992,2.695306694008354,5.166402636894727,5.356334159835052,4.566877873122826,0.0,6.123078312469352,5.222193436874806,4.3041094901873,5.143010366970076,3.76622593838884,4.308750038946839,5.669495816045494,6.528078360319452,4.654563642632096,4.857696916603153,4.880153061280526,3.564024467290212,3.831750124653964,6.523441259247472,5.530053464790395,4.234716678651114,4.53764178318423,5.470918374891094,5.31341310065054,3.479368902985005,6.516363650880826,7.2572524334118205,5.079870062501286,5.463457996178716,6.715340765883916,6.697303397343172,6.382424789889531
AFN_0,2.148204360532836,6.655205302302333,5.632247169281792,9.03357454918467,6.262814135152964,3.925559370877611,5.484520482764547,3.4649390288506754,5.553838921530102,5.260797645919947,5.945616381873377,4.849655173735308,5.166690495243542,4.908644131479306,5.565273356734161,4.827423625425731,4.9900166606553125,5.190989924132161,6.123078312469352,0.0,5.172373798459545,4.268828069968719,4.072312641594371,5.943939783518462,5.846070407903586,7.423697403476456,6.335234495809023,5.140548534074793,4.6735945088885895,3.485993463176409,6.208885008368871,5.6187087748236015,5.952478745532785,3.5840472926336315,6.65036463518293,5.216337405363398,6.7766574423552255,5.591594405926179,4.742625604249222,1.7436985651478032,6.502681170620429,8.485774308518357,2.2532350082238684,6.395470803256939,6.805161970432537,7.533318844580281
AFN_10,5.684978648627422,6.337806714652273,6.4029581584349895,4.926719067902368,2.6814456507899664,6.283084133021624,4.993095599245114,3.005224322437357,5.584521526633995,4.469685486340282,5.113205307217083,3.2482078796808094,5.748062031214011,5.58291125077385,5.710299132714406,5.700953441581548,5.433319401700823,4.223001044566832,5.222193436874806,5.172373798459545,0.0,4.7301520243555,6.170637879701625,4.401840010557186,7.840803684196104,6.736125982471439,5.378039301594315,4.887621602178794,5.9964414510681205,4.59265155146095,6.697801378971315,3.3873681914553453,6.082022789780683,6.539299505994561,2.990860719671228,6.395855719041902,4.23419370025751,5.951867525649412,6.438940231455648,4.902818701667459,4.702546394857229,7.030547698534072,5.437752669461557,6.790960479198917,6.705677977130398,8.238999856096612
AFN_12,3.529292668941502,4.487000579917392,3.048746867617114,5.399088456467459,3.096135672546175,5.710669906394757,4.799163116857647,5.788628789817698,4.328245326397105,5.520219705308135,5.053206579048169,2.3760168948843203,1.9605103182000203,4.9147406578732165,3.9884141230365793,4.429898212759836,5.360587002010769,5.218340301798257,4.3041094901873,4.268828069968719,4.7301520243555,0.0,4.027383389970408,4.474874653519911,5.534200152785534,6.372317344632384,4.598234459078859,5.397042695778348,4.612480370117777,4.587080087590093,5.574998072077573,5.420175594730807,4.62342114910827,5.754250961712923,4.030639488552747,4.741258205704661,6.047107509788511,4.116217491117298,5.315476136854932,4.532572226844257,6.789593393105745,6.0228233327274525,4.090152706364712,4.989614269088381,4.391814797653958,6.661214043333755
AFN_14,3.529895687932226,4.402554113118855,5.789081237735527,6.289832642264765,5.704630282004441,3.0681468841205395,3.900950615131471,5.249525513954665,3.41543013101217,4.314872839071109,6.669205250137931,4.396791492429927,4.865413347061218,4.152948351399504,5.366219877510062,4.672379764516218,3.543586819994219,4.332693148545326,5.143010366970076,4.072312641594371,6.170637879701625,4.027383389970408,0.0,7.345115999871565,3.9734751241019057,4.678852736871771,4.968451316682957,4.163497366405169,2.845156767216521,5.458248170176911,4.560060319956629,5.16086753367993,3.848749424958036,4.934237709606333,6.178395973583749,5.705446701777063,6.857498387158902,6.561677117225144,3.214071150616873,3.961897004689496,4.050026040816139,7.367941932992576,4.15605224803152,4.690695627388313,4.388072638471414,5.122028903539863
AFN_2,5.218037255206485,6.655205307769797,4.770766116607948,4.993363917721192,4.112297750008881,6.714450385591524,6.3477110521015625,6.138957152623276,5.090871128339884,4.38728641470884,4.5705455117476514,5.166690493285356,4.849655176469999,4.703435637022972,4.038500136210221,6.463860046035966,4.93388259171305,4.189987280197584,3.76622593838884,5.943939783518462,4.401840010557186,4.474874653519911,7.345115999871565,0.0,6.805277912450359,8.306784514056336,6.5295400312210425,4.673594506746949,5.140548533920149,3.956574326225237,6.138380409409548,4.063849591769927,6.927842158764933,5.716046505311007,5.216337405942152,6.6503646403986405,6.151529271060559,2.4186236674455164,6.278031411252729,5.71873611098728,7.533318849002921,5.319930992753005,5.804593515725589,6.805161976661504,6.395470809005015,6.502681176287985
AFN_4,4.966518028225916,6.866541187429743,4.470518018600983,5.4639069637851305,8.902468658616888,2.0164906765166366,6.085963491062091,7.335930623810517,4.170708568378323,6.1214301397972735,7.742367428430968,8.000425440655398,5.014984739314787,3.9660818890219978,4.156048386959389,4.559685493678408,6.840347894978632,6.153850504947992,4.308750038946839,5.846070407903586,7.840803684196104,5.534200152785534,3.9734751241019057,6.805277912450359,0.0,6.126640173584472,8.289083886160421,5.90140379680343,3.900257936311214,5.161981197102908,4.410009530857948,6.960821019510024,6.78909966409006,5.23563091484751,6.967923759000203,2.889012739155627,8.85138006604215,7.899583318810361,1.5837576433997906,7.241260860469033,8.410125207690415,5.7527168803463,4.219618542070249,7.606208866005021,7.106182688066678,4.832105366674474
AFN_6,6.773949654664266,3.684391820661354,6.870441887537112,4.509859206963838,6.222527046526577,6.300684794509866,4.843273552363378,5.024883960723885,3.3261158589340947,6.810973505137692,5.24353432972791,4.723957585348842,6.752542956045789,6.340118545240184,6.1670738995544125,3.2046422729168875,5.763354458212517,6.474197285508695,5.669495816045494,7.423697403476456,6.736125982471439,6.372317344632384,4.678852736871771,8.306784514056336,6.126640173584472,0.0,4.7248773145510174,6.978705677280346,7.466663779303476,7.308046899256396,4.126717028492682,6.239501301422993,4.400306765284836,7.774697943896492,5.293759022350568,5.963340797121728,3.9309609096588334,8.566224507550368,7.203716042608037,8.543860074944636,3.4029752454393267,5.42598155148337,8.011625036523803,3.7228272668496096,3.842503463706213,5.742991708435131
AFN_8,4.714525424286592,1.8327155354810047,6.190707818272548,4.664208991233947,3.02241783667126,7.613787976749221,4.136848075005986,5.302766472093211,4.294735861790102,4.477178152678853,4.915349112663961,3.2921385248809805,3.925251038637408,5.528601163059393,5.325079658733626,5.332871270127432,4.61279407339277,4.057685403822785,6.528078360319452,6.335234495809023,5.378039301594315,4.598234459078859,4.968451316682957,6.5295400312210425,8.289083886160421,4.7248773145510174,0.0,5.172722292823162,5.465853079215265,4.949886715747668,5.030429902763246,4.389613928859266,2.0209111881548147,6.598950982183824,6.202121356507542,7.454405318280862,4.724783129680772,4.734073326845935,8.254806260972614,4.786697399371906,3.2244517038191725,4.674936081493971,6.98086740365756,1.5069131892656429,1.5711965201000704,4.631197732842743
AFO_0,3.948823727318208,5.493595945041565,6.567560894504967,5.05517187355286,5.289872532765929,4.7854073490807645,4.62747887125312,4.9796167616809495,4.214676514275257,0.513875583488261,5.103737517595318,4.441905072846138,5.717862603378248,4.238790268935757,3.3860162463734502,6.261818643438287,2.426735447078982,0.6165333474981318,4.654563642632096,5.140548534074793,4.887621602178794,5.397042695778348,4.163497366405169,4.673594506746949,5.90140379680343,6.978705677280346,5.172722292823162,0.0,1.8798396318176185,4.514963341625868,4.532453201536541,0.9888649441688924,5.3306202753278376,4.407676505565718,6.160713366034327,7.690343762980226,5.056721931732,3.949283101061008,5.132030588555913,3.947124011485689,4.778217296935228,6.495496267810953,5.830533717345612,5.300515764029988,5.327987563486985,5.6762458111684495
AFO_1,2.789505852606284,5.493595945041566,6.172401435799011,5.451776482418139,6.0878914516719,3.6074113914108703,4.843060193806661,6.108381219529152,3.7273314601505,2.095830297762546,4.8122452203640735,5.717862603378249,4.441905072846139,3.325031327528322,2.6517917357375085,5.265529407993928,3.3061364758527643,2.312567076168836,4.857696916603153,4.6735945088885895,5.9964414510681205,4.612480370117777,2.845156767216521,5.140548533920149,3.900257936311214,7.466663779303476,5.465853079215265,1.8798396318176185,0.0,4.800379985905805,4.257766245651583,2.9418308024772184,4.783876736159987,3.621109746223963,7.690343762980224,6.160713366034327,6.604150354662495,4.811976556266114,3.49775058850988,3.370530144853917,5.676245797258249,6.326502460466836,4.919129054630131,5.3279875577011735,5.300515772927766,4.778217297092348
AFO_12,3.044714189027818,5.982551802500463,4.510468864095777,6.566549354959348,5.083627426504043,5.4937116839397655,3.885027340710924,5.217369009325745,5.171551076242669,4.121165339790042,4.961320166778408,4.196777655374717,4.494345603992817,4.439915299545138,4.374816184618464,5.176913958212033,4.29164822887947,4.1569642265209525,4.880153061280526,3.485993463176409,4.59265155146095,4.587080087590093,5.458248170176911,3.956574326225237,5.161981197102908,7.308046899256396,4.949886715747668,4.514963341625868,4.800379985905805,0.0,5.054497089205442,4.7191933102798025,5.63700624401142,4.323232975196526,5.986981385273143,5.841052349157377,7.0349500999198495,4.012032324393236,5.346921958075657,3.94519510186498,7.677066460195594,5.831360272225135,3.2568442231617176,5.866180988926379,6.640416897191431,5.803573140029263
AFO_16,4.497034475804455,3.82060151927713,4.434780262894553,3.846942178230609,6.604210151123064,4.055515603225274,4.766119644114,5.10269355984571,1.2425808095704325,4.522339331162098,4.975962322226988,5.672530157589896,4.340407337404844,4.189935289925868,4.170867580587789,3.896452301481998,4.836387883076522,4.161882206974937,3.564024467290212,6.208885008368871,6.697801378971315,5.574998072077573,4.560060319956629,6.138380409409548,4.410009530857948,4.126717028492682,5.030429902763246,4.532453201536541,4.257766245651583,5.054497089205442,0.0,4.696906773272112,3.658422999687791,4.874588372306588,6.208949969323258,4.333804780892488,5.07639625402485,5.697158686121571,4.50168792383701,6.576745043991274,5.5953345761847295,4.050480028152173,5.771912119392115,3.782864643243916,4.698005195783567,3.598838408321287
AFO_8,4.376623640780636,5.444282332948643,6.06308720563492,4.190698633228275,3.4710009606550565,5.475201915434679,4.570988572612004,3.9294485222305537,3.517477039743468,1.075828780569272,4.089431104027671,3.4482934298362724,5.352705344676703,4.296510327644797,3.369628132771704,5.5927918716841365,3.097944241040614,0.6871556197147879,3.831750124653964,5.6187087748236015,3.3873681914553453,5.420175594730807,5.16086753367993,4.063849591769927,6.960821019510024,6.239501301422993,4.389613928859266,0.9888649441688924,2.9418308024772184,4.7191933102798025,4.696906773272112,0.0,5.386359201930828,4.996332829456833,4.864485160800853,7.500034745498403,3.612542318443937,3.618656320902091,6.135313835406409,4.621786870801175,4.080267409320872,6.039637537464444,6.610524396555358,5.103718427357376,5.103960699583247,6.022010888495498
AFR_0,4.728087228228419,0.9596755858310804,6.44962144191726,4.106283126647791,3.606064523037128,6.2880077667702405,2.906902143599065,4.646400469353703,3.575450945809989,4.993670691561004,4.634723087741525,4.331128246825729,4.610262429113762,4.830902364031785,5.612322452046904,4.439717278354882,3.615865812475569,4.887073049480867,6.523441259247472,5.952478745532785,6.082022789780683,4.62342114910827,3.848749424958036,6.927842158764933,6.78909966409006,4.400306765284836,2.0209111881548147,5.3306202753278376,4.783876736159987,5.63700624401142,3.658422999687791,5.386359201930828,0.0,6.481686841596074,6.599071144860284,7.163184986493749,4.258813644869279,4.727873886444,7.183165363479726,5.122420299506965,3.110574095179317,4.5182809505528745,6.916368636062983,0.9473754020231264,1.5670340263208529,4.0704010464384845
AFR_1,2.636009838924707,7.040415880465982,3.923036282140132,7.665829480130481,7.672855852061234,2.6791954119105568,6.936292328945852,6.100067940414675,5.1395146122872495,5.374291558875457,5.953013833385027,6.1639491614817645,4.729613527766174,4.469173227186428,4.37102387399447,6.338227655451126,5.1174036649353,4.694008806117397,5.530053464790395,3.5840472926336315,6.539299505994561,5.754250961712923,4.934237709606333,5.716046505311007,5.23563091484751,7.774697943896492,6.598950982183824,4.407676505565718,3.621109746223963,4.323232975196526,4.874588372306588,4.996332829456833,6.481686841596074,0.0,7.57005075012442,4.15916965281684,7.804735895748921,6.727561647280445,3.2837065321658105,3.317117301102514,7.329017658525714,6.357756994525726,3.2502135496994424,7.0928698778770185,7.343622247152293,4.900392519951126
AFR_16,7.281023976703548,6.609544470170377,4.629580647996681,4.32070290246667,3.495174014318136,6.61907741531717,4.707313410809667,4.1671877820105,5.198221990122602,6.314218211228587,6.010546251565538,2.597908791524217,6.018453059519667,6.124886984161434,6.165238467733774,4.631687070558698,6.703738379523494,6.359465425686173,4.234716678651114,6.65036463518293,2.990860719671228,4.030639488552747,6.178395973583749,5.216337405942152,6.967923759000203,5.293759022350568,6.202121356507542,6.160713366034327,7.690343762980224,5.986981385273143,6.208949969323258,4.864485160800853,6.599071144860284,7.57005075012442,0.0,4.996641171635191,5.140626798142652,6.526861844617762,6.47401395239536,7.293527272753,6.068449319037518,6.453673865065933,5.1868008821910045,7.005739646503547,6.479641898919253,7.363337435541329
