,neighbor_num,isite,atom,x,y,z,front_index
0,0,17,Si1,0.0,0.0,0.0,
1,1,89,O1,-0.7593879711359302,1.3150469995662193,-0.5361357702418446,0.0
2,1,33,O1,-0.7579609379893307,-1.313546604812237,-0.5398755231686104,0.0
3,1,73,O1,-5.551115123125783e-17,1.1102230246251565e-16,1.60933712739381,0.0
4,1,81,O1,1.5165524519158657,-5.551115123125783e-17,-0.5390515682817503,0.0
5,2,28,Si1,-2.118394105194913,1.8872968694553138,-1.1835094489690974,1.0
6,2,4,Si1,-1.9348503607723209,-2.396860841123099,-0.3589429418137364,2.0
7,2,27,Si1,0.4115028915209657,-0.7752039562245389,2.9582960541709995,3.0
8,2,23,Si1,3.055028366826733,0.4168092898302923,-0.3157360788293174,4.0
9,3,78,O1,-1.8859647966804085,2.175226478484797,-2.7497275520427906,5.0
10,3,84,O1,-2.532143667776012,3.253430971871802,-0.4398718716791358,5.0
11,3,37,O1,-3.295283527977901,0.803982633144452,-1.002576867614224,5.0
12,3,44,O1,-2.1672796692868226,-2.684790450152584,1.2072751612599562,6.0
13,3,60,O1,-3.293856494831303,-1.8246109712340053,-1.0063166205409881,6.0
14,3,48,O1,-1.5211007981912206,-3.762994943539588,-1.102580519103701,6.0
15,3,87,O1,2.011948836159815,-0.9332455369774121,3.0223551653202416,7.0
16,3,39,O1,-0.269467182893475,-2.2337887205884632,2.9719081798472864,7.0
17,3,94,O1,-0.09567362997308348,0.06471803791373931,4.235309478421057,7.0
18,3,95,O1,3.3149039285651827,1.870918339981845,-0.9572123672339279,8.0
19,3,79,O1,3.378209487006414,0.46090213513783684,1.2602003964641035,8.0
20,3,34,O1,4.009651142610073,-0.6630829210445297,-1.0326065105640918,8.0
21,4,22,Si1,-2.5298969967158778,2.662500825679852,-4.141805503140098,9.0
22,4,24,Si1,-2.4386691186488836,4.858255107142142,-0.36043676484138754,10.0
23,4,9,Si1,-4.05324446596723,-0.5095639716677862,-1.5424523907828351,11.0
24,4,14,Si1,-1.5233474692513558,-3.1720647973476375,2.5993531123572646,12.0
25,4,9,Si1,-4.05324446596723,-0.5095639716677862,-1.5424523907828351,13.0
26,4,0,Si1,-1.6145753473183486,-5.367819078809926,-1.182015625941447,14.0
27,4,29,Si1,3.4665312583476986,-0.3583946663942461,2.6425599753416815,15.0
28,4,14,Si1,-1.5233474692513558,-3.1720647973476375,2.5993531123572646,16.0
29,4,22,Si1,-1.2024683143901815,0.16184290237488885,5.401084994185709,17.0
30,4,26,Si1,4.3148437486382365,2.7650082944234415,-1.8483822587281227,18.0
31,4,29,Si1,3.4665312583476986,-0.3583946663942461,2.6425599753416815,19.0
32,4,2,Si1,5.443070767432203,-1.3902626375636857,-1.1214484269431275,20.0
