,ATT_0,ATT_1,EDI_0,SBN_0,THO_0,THO_4
ATT_0,0.0,2.5396322629433787,3.630845307175336,3.589195163291144,3.651597304537914,3.648604907865704
ATT_1,2.5396322629433787,0.0,3.590608783419121,3.5532847473869045,3.67621822870901,3.6580005631132657
EDI_0,3.630845307175336,3.590608783419121,0.0,3.181586346711499,0.7593904450746511,0.0
SBN_0,3.589195163291144,3.5532847473869045,3.181586346711499,0.0,3.1860666720616018,3.103467753772801
THO_0,3.651597304537914,3.67621822870901,0.7593904450746511,3.1860666720616018,0.0,0.7657870961014801
THO_4,3.648604907865704,3.6580005631132657,0.0,3.103467753772801,0.7657870961014801,0.0
