isite = 0  :  ce_fraction = 1.0
['Si1', 5.060352, 1.15266076, 2.211737]
[42, 'O1', 8.3950449, 7.74108706, 1.2859285]
[62, 'O1', 6.589, 5.98698846, 2.043681]

isite = 7  :  ce_fraction = 1.0
['Si1', 8.117648, 1.15266076, 2.211737]
[84, 'O1', 6.589, 0.90615113, 1.7690895]
[43, 'O1', 9.0954556, 0.27161709, 1.2859285]
[61, 'O1', 8.4793841, 2.71274715, 2.043681]
[79, 'O1', 8.3054345, 0.72241016, 3.75125]

isite = 8  :  ce_fraction = 1.0
['Si1', 3.5284095, 3.806063, 2.211737]
[86, 'O1', 4.0792499, 5.25316582, 1.7690895]
[80, 'O1', 3.0619083, 3.85856042, 3.75125]
[44, 'O1', 2.2764995, 3.39977862, 1.2859285]
[60, 'O1', 4.6986159, 2.71274715, 2.043681]

isite = 9  :  ce_fraction = 1.0
['Si1', -1.5319425, 4.95872376, 9.714237]
[88, 'O1', -2.5097501, 6.15931695, 9.2715895]
[81, 'O1', -1.8106572, 4.58097058, 11.25375]
[45, 'O1', -1.8060449, 3.67139571, 8.7884285]
[65, 'O1', 0.0, 5.42549431, 9.546181]

isite = 10  :  ce_fraction = 1.0
['Si1', -1.528648, 10.25982201, 9.714237]
[87, 'O1', 0.0, 10.50633164, 9.2715895]
[46, 'O1', -2.5064556, 11.14086568, 8.7884285]
[82, 'O1', -1.7164345, 10.69007261, 11.25375]
[64, 'O1', -1.8903841, 8.69973562, 9.546181]

isite = 11  :  ce_fraction = 1.0
['Si1', 3.0605905, 7.60641977, 9.714237]
[83, 'O1', 3.5270917, 7.55392235, 11.25375]
[89, 'O1', 2.5097501, 6.15931695, 9.2715895]
[63, 'O1', 1.8903841, 8.69973562, 9.546181]
[47, 'O1', 4.3125005, 8.01270415, 8.7884285]

isite = 12  :  ce_fraction = 1.0
['Si1', 1.528648, 10.25982201, 12.793263]
[90, 'O1', 0.0, 10.50633164, 13.2359105]
[48, 'O1', 2.5064556, 11.14086568, 13.7190715]
[75, 'O1', 1.7164345, 10.69007261, 11.25375]
[66, 'O1', 1.8903841, 8.69973562, 12.961319]

isite = 13  :  ce_fraction = 1.0
['Si1', -3.0605905, 7.60641977, 12.793263]
[67, 'O1', -1.8903841, 8.69973562, 12.961319]
[49, 'O1', -4.3125005, 8.01270415, 13.7190715]
[76, 'O1', -3.5270917, 7.55392235, 11.25375]
[91, 'O1', -2.5097501, 6.15931695, 13.2359105]

isite = 14  :  ce_fraction = 1.0
['Si1', 1.5319425, 4.95872376, 12.793263]
[68, 'O1', 0.0, 5.42549431, 12.961319]
[77, 'O1', 1.8106572, 4.58097058, 11.25375]
[50, 'O1', 1.8060449, 3.67139571, 13.7190715]
[92, 'O1', 2.5097501, 6.15931695, 13.2359105]

isite = 15  :  ce_fraction = 1.0
['Si1', 5.060352, 1.15266076, 5.290763]
[51, 'O1', 4.0825444, 0.27161709, 6.2165715]
[69, 'O1', 4.6986159, 2.71274715, 5.458819]
[72, 'O1', 4.8725655, 0.72241016, 3.75125]
[93, 'O1', 6.589, 0.90615113, 5.7334105]

isite = 16  :  ce_fraction = 1.0
['Si1', 9.6495905, 3.806063, 5.290763]
[94, 'O1', 9.0987501, 5.25316582, 5.7334105]
[73, 'O1', 10.1160917, 3.85856042, 3.75125]
[52, 'O1', 10.9015005, 3.39977862, 6.2165715]
[70, 'O1', 8.4793841, 2.71274715, 5.458819]

isite = 17  :  ce_fraction = 1.0
['Si1', 5.0570575, 6.45375901, 5.290763]
[53, 'O1', 4.7829551, 7.74108706, 6.2165715]
[95, 'O1', 4.0792499, 5.25316582, 5.7334105]
[74, 'O1', 4.7783428, 6.83151219, 3.75125]
[71, 'O1', 6.589, 5.98698846, 5.458819]

isite = 18  :  ce_fraction = 1.0
['Si1', -1.5319425, 4.95872376, 12.793263]
[54, 'O1', -1.8060449, 3.67139571, 13.7190715]
[91, 'O1', -2.5097501, 6.15931695, 13.2359105]
[68, 'O1', 0.0, 5.42549431, 12.961319]
[81, 'O1', -1.8106572, 4.58097058, 11.25375]

isite = 19  :  ce_fraction = 1.0
['Si1', -1.528648, 10.25982201, 12.793263]
[55, 'O1', -2.5064556, 11.14086568, 13.7190715]
[90, 'O1', 0.0, 10.50633164, 13.2359105]
[82, 'O1', -1.7164345, 10.69007261, 11.25375]
[67, 'O1', -1.8903841, 8.69973562, 12.961319]

isite = 20  :  ce_fraction = 1.0
['Si1', 3.0605905, 7.60641977, 12.793263]
[56, 'O1', 4.3125005, 8.01270415, 13.7190715]
[66, 'O1', 1.8903841, 8.69973562, 12.961319]
[92, 'O1', 2.5097501, 6.15931695, 13.2359105]
[83, 'O1', 3.5270917, 7.55392235, 11.25375]

isite = 21  :  ce_fraction = 1.0
['Si1', 8.1209425, 6.45375901, 5.290763]
[71, 'O1', 6.589, 5.98698846, 5.458819]
[78, 'O1', 8.3996572, 6.83151219, 3.75125]
[57, 'O1', 8.3950449, 7.74108706, 6.2165715]
[94, 'O1', 9.0987501, 5.25316582, 5.7334105]

isite = 22  :  ce_fraction = 1.0
['Si1', 8.117648, 1.15266076, 5.290763]
[79, 'O1', 8.3054345, 0.72241016, 3.75125]
[58, 'O1', 9.0954556, 0.27161709, 6.2165715]
[93, 'O1', 6.589, 0.90615113, 5.7334105]
[70, 'O1', 8.4793841, 2.71274715, 5.458819]

isite = 23  :  ce_fraction = 1.0
['Si1', 3.5284095, 3.806063, 5.290763]
[80, 'O1', 3.0619083, 3.85856042, 3.75125]
[69, 'O1', 4.6986159, 2.71274715, 5.458819]
[95, 'O1', 4.0792499, 5.25316582, 5.7334105]
[59, 'O1', 2.2764995, 3.39977862, 6.2165715]

isite = 24  :  ce_fraction = 1.0
['Si1', 3.1534954, 0.0, 0.0]
[36, 'O1', 4.0825444, 0.27161709, 1.2859285]
[96, 'O1', 2.2237875, -1.28390431, 0.2775925]
[104, 'O1', 2.2237875, 1.28390431, -0.2775925]
[55, 'O1', 4.0825444, -0.27161709, -1.2859285]

isite = 25  :  ce_fraction = 1.0
['Si1', -1.5767477, 2.73100713, 0.0]
[37, 'O1', -2.2764995, 3.39977862, 1.2859285]
[102, 'O1', -2.2237875, 1.28390431, -0.2775925]
[97, 'O1', 0.0, 2.56780862, 0.2775925]
[54, 'O1', -1.8060449, 3.67139571, -1.2859285]

isite = 26  :  ce_fraction = 1.0
['Si1', 5.0122523, 8.68147564, 0.0]
[38, 'O1', 4.7829551, 7.74108706, 1.2859285]
[56, 'O1', 4.3125005, 8.01270415, -1.2859285]
[103, 'O1', 6.589, 8.84467415, -0.2775925]
[98, 'O1', 4.3652125, 10.12857846, 0.2775925]

isite = 27  :  ce_fraction = 1.0
['Si1', 10.0245046, 0.0, 7.5025]
[99, 'O1', 10.9542125, 1.28390431, 7.7800925]
[107, 'O1', 10.9542125, -1.28390431, 7.2249075]
[58, 'O1', 9.0954556, 0.27161709, 6.2165715]
[39, 'O1', 9.0954556, -0.27161709, 8.7884285]

isite = 28  :  ce_fraction = 1.0
['Si1', -5.0122523, 8.68147564, 7.5025]
[105, 'O1', -4.3652125, 10.12857846, 7.2249075]
[100, 'O1', -6.589, 8.84467415, 7.7800925]
[40, 'O1', -4.3125005, 8.01270415, 8.7884285]
[57, 'O1', -4.7829551, 7.74108706, 6.2165715]

isite = 29  :  ce_fraction = 1.0
['Si1', 1.5767477, 2.73100713, 7.5025]
[41, 'O1', 1.8060449, 3.67139571, 8.7884285]
[101, 'O1', 2.2237875, 1.28390431, 7.7800925]
[106, 'O1', 0.0, 2.56780862, 7.2249075]
[59, 'O1', 2.2764995, 3.39977862, 6.2165715]

isite = 30  :  ce_fraction = 1.0
['Si1', -5.0122523, 8.68147564, 0.0]
[49, 'O1', -4.3125005, 8.01270415, -1.2859285]
[103, 'O1', -6.589, 8.84467415, -0.2775925]
[42, 'O1', -4.7829551, 7.74108706, 1.2859285]
[96, 'O1', -4.3652125, 10.12857846, 0.2775925]

isite = 31  :  ce_fraction = 1.0
['Si1', 10.0245046, 0.0, 0.0]
[98, 'O1', 10.9542125, -1.28390431, 0.2775925]
[102, 'O1', 10.9542125, 1.28390431, -0.2775925]
[43, 'O1', 9.0954556, 0.27161709, 1.2859285]
[48, 'O1', 9.0954556, -0.27161709, -1.2859285]

isite = 32  :  ce_fraction = 1.0
['Si1', 1.5767477, 2.73100713, 0.0]
[50, 'O1', 1.8060449, 3.67139571, -1.2859285]
[104, 'O1', 2.2237875, 1.28390431, -0.2775925]
[97, 'O1', 0.0, 2.56780862, 0.2775925]
[44, 'O1', 2.2764995, 3.39977862, 1.2859285]

isite = 33  :  ce_fraction = 1.0
['Si1', -1.5767477, 2.73100713, 7.5025]
[99, 'O1', -2.2237875, 1.28390431, 7.7800925]
[106, 'O1', 0.0, 2.56780862, 7.2249075]
[52, 'O1', -2.2764995, 3.39977862, 6.2165715]
[45, 'O1', -1.8060449, 3.67139571, 8.7884285]

isite = 34  :  ce_fraction = 1.0
['Si1', 3.1534954, 0.0, 7.5025]
[105, 'O1', 2.2237875, -1.28390431, 7.2249075]
[51, 'O1', 4.0825444, 0.27161709, 6.2165715]
[101, 'O1', 2.2237875, 1.28390431, 7.7800925]
[46, 'O1', 4.0825444, -0.27161709, 8.7884285]

isite = 35  :  ce_fraction = 1.0
['Si1', 5.0122523, 8.68147564, 7.5025]
[47, 'O1', 4.3125005, 8.01270415, 8.7884285]
[100, 'O1', 6.589, 8.84467415, 7.7800925]
[53, 'O1', 4.7829551, 7.74108706, 6.2165715]
[107, 'O1', 4.3652125, 10.12857846, 7.2249075]

isite = 36  :  ce_fraction = 0.9087923982086161
['O1', 4.0825444, 0.27161709, 1.2859285]
[24, 'Si1', 3.1534954, 0.0, 0.0]
[0, 'Si1', 5.060352, 1.15266076, 2.211737]

isite = 37  :  ce_fraction = 0.9087923982086179
['O1', 10.9015005, 3.39977862, 1.2859285]
[1, 'Si1', 9.6495905, 3.806063, 2.211737]
[25, 'Si1', 11.6012523, 2.73100713, 0.0]

isite = 38  :  ce_fraction = 0.9087923982086157
['O1', 4.7829551, 7.74108706, 1.2859285]
[26, 'Si1', 5.0122523, 8.68147564, 0.0]
[2, 'Si1', 5.0570575, 6.45375901, 2.211737]

isite = 39  :  ce_fraction = 0.9087923982086173
['O1', 2.5064556, 11.14086568, 8.7884285]
[27, 'Si1', 3.4355046, 11.41248277, 7.5025]
[3, 'Si1', 1.528648, 10.25982201, 9.714237]

isite = 40  :  ce_fraction = 0.9087923982086165
['O1', -4.3125005, 8.01270415, 8.7884285]
[4, 'Si1', -3.0605905, 7.60641977, 9.714237]
[28, 'Si1', -5.0122523, 8.68147564, 7.5025]

isite = 41  :  ce_fraction = 0.9087923982086168
['O1', 1.8060449, 3.67139571, 8.7884285]
[29, 'Si1', 1.5767477, 2.73100713, 7.5025]
[5, 'Si1', 1.5319425, 4.95872376, 9.714237]

isite = 42  :  ce_fraction = 0.9087923982086141
['O1', 8.3950449, 7.74108706, 1.2859285]
[30, 'Si1', 8.1657477, 8.68147564, 0.0]
[6, 'Si1', 8.1209425, 6.45375901, 2.211737]

isite = 43  :  ce_fraction = 0.908792398208616
['O1', 9.0954556, 0.27161709, 1.2859285]
[31, 'Si1', 10.0245046, 0.0, 0.0]
[7, 'Si1', 8.117648, 1.15266076, 2.211737]

isite = 44  :  ce_fraction = 0.9087923982086158
['O1', 2.2764995, 3.39977862, 1.2859285]
[8, 'Si1', 3.5284095, 3.806063, 2.211737]
[32, 'Si1', 1.5767477, 2.73100713, 0.0]

isite = 45  :  ce_fraction = 0.9087923982086166
['O1', -1.8060449, 3.67139571, 8.7884285]
[9, 'Si1', -1.5319425, 4.95872376, 9.714237]
[33, 'Si1', -1.5767477, 2.73100713, 7.5025]

isite = 46  :  ce_fraction = 0.9087923982086172
['O1', -2.5064556, 11.14086568, 8.7884285]
[10, 'Si1', -1.528648, 10.25982201, 9.714237]
[34, 'Si1', -3.4355046, 11.41248277, 7.5025]

isite = 47  :  ce_fraction = 0.9087923982086165
['O1', 4.3125005, 8.01270415, 8.7884285]
[11, 'Si1', 3.0605905, 7.60641977, 9.714237]
[35, 'Si1', 5.0122523, 8.68147564, 7.5025]

isite = 48  :  ce_fraction = 0.9087923982086155
['O1', 2.5064556, 11.14086568, 13.7190715]
[12, 'Si1', 1.528648, 10.25982201, 12.793263]
[31, 'Si1', 3.4355046, 11.41248277, 15.005]

isite = 49  :  ce_fraction = 0.9087923982086148
['O1', -4.3125005, 8.01270415, 13.7190715]
[13, 'Si1', -3.0605905, 7.60641977, 12.793263]
[30, 'Si1', -5.0122523, 8.68147564, 15.005]

isite = 50  :  ce_fraction = 0.9087923982086148
['O1', 1.8060449, 3.67139571, 13.7190715]
[32, 'Si1', 1.5767477, 2.73100713, 15.005]
[14, 'Si1', 1.5319425, 4.95872376, 12.793263]

isite = 51  :  ce_fraction = 0.9087923982086158
['O1', 4.0825444, 0.27161709, 6.2165715]
[34, 'Si1', 3.1534954, 0.0, 7.5025]
[15, 'Si1', 5.060352, 1.15266076, 5.290763]

isite = 52  :  ce_fraction = 0.9087923982086176
['O1', 10.9015005, 3.39977862, 6.2165715]
[16, 'Si1', 9.6495905, 3.806063, 5.290763]
[33, 'Si1', 11.6012523, 2.73100713, 7.5025]

isite = 53  :  ce_fraction = 0.9087923982086156
['O1', 4.7829551, 7.74108706, 6.2165715]
[17, 'Si1', 5.0570575, 6.45375901, 5.290763]
[35, 'Si1', 5.0122523, 8.68147564, 7.5025]

isite = 54  :  ce_fraction = 0.9087923982086147
['O1', -1.8060449, 3.67139571, 13.7190715]
[18, 'Si1', -1.5319425, 4.95872376, 12.793263]
[25, 'Si1', -1.5767477, 2.73100713, 15.005]

isite = 55  :  ce_fraction = 0.9087923982086155
['O1', -2.5064556, 11.14086568, 13.7190715]
[19, 'Si1', -1.528648, 10.25982201, 12.793263]
[24, 'Si1', -3.4355046, 11.41248277, 15.005]

isite = 56  :  ce_fraction = 0.9087923982086148
['O1', 4.3125005, 8.01270415, 13.7190715]
[20, 'Si1', 3.0605905, 7.60641977, 12.793263]
[26, 'Si1', 5.0122523, 8.68147564, 15.005]

isite = 57  :  ce_fraction = 0.9087923982086142
['O1', 8.3950449, 7.74108706, 6.2165715]
[28, 'Si1', 8.1657477, 8.68147564, 7.5025]
[21, 'Si1', 8.1209425, 6.45375901, 5.290763]

isite = 58  :  ce_fraction = 0.908792398208616
['O1', 9.0954556, 0.27161709, 6.2165715]
[27, 'Si1', 10.0245046, 0.0, 7.5025]
[22, 'Si1', 8.117648, 1.15266076, 5.290763]

isite = 59  :  ce_fraction = 0.9087923982086158
['O1', 2.2764995, 3.39977862, 6.2165715]
[23, 'Si1', 3.5284095, 3.806063, 5.290763]
[29, 'Si1', 1.5767477, 2.73100713, 7.5025]

isite = 60  :  ce_fraction = 0.8528281193305537
['O1', 4.6986159, 2.71274715, 2.043681]
[8, 'Si1', 3.5284095, 3.806063, 2.211737]
[0, 'Si1', 5.060352, 1.15266076, 2.211737]

isite = 61  :  ce_fraction = 0.8528281193305488
['O1', 8.4793841, 2.71274715, 2.043681]
[1, 'Si1', 9.6495905, 3.806063, 2.211737]
[7, 'Si1', 8.117648, 1.15266076, 2.211737]

isite = 62  :  ce_fraction = 0.8528281193305527
['O1', 6.589, 5.98698846, 2.043681]
[2, 'Si1', 5.0570575, 6.45375901, 2.211737]
[6, 'Si1', 8.1209425, 6.45375901, 2.211737]

isite = 63  :  ce_fraction = 0.8528281193305558
['O1', 1.8903841, 8.69973562, 9.546181]
[3, 'Si1', 1.528648, 10.25982201, 9.714237]
[11, 'Si1', 3.0605905, 7.60641977, 9.714237]

isite = 64  :  ce_fraction = 0.8528281193305507
['O1', -1.8903841, 8.69973562, 9.546181]
[4, 'Si1', -3.0605905, 7.60641977, 9.714237]
[10, 'Si1', -1.528648, 10.25982201, 9.714237]

isite = 65  :  ce_fraction = 0.8528281193305525
['O1', 0.0, 5.42549431, 9.546181]
[9, 'Si1', -1.5319425, 4.95872376, 9.714237]
[5, 'Si1', 1.5319425, 4.95872376, 9.714237]

isite = 66  :  ce_fraction = 0.8528281193305562
['O1', 1.8903841, 8.69973562, 12.961319]
[20, 'Si1', 3.0605905, 7.60641977, 12.793263]
[12, 'Si1', 1.528648, 10.25982201, 12.793263]

isite = 67  :  ce_fraction = 0.8528281193305508
['O1', -1.8903841, 8.69973562, 12.961319]
[19, 'Si1', -1.528648, 10.25982201, 12.793263]
[13, 'Si1', -3.0605905, 7.60641977, 12.793263]

isite = 68  :  ce_fraction = 0.8528281193305525
['O1', 0.0, 5.42549431, 12.961319]
[18, 'Si1', -1.5319425, 4.95872376, 12.793263]
[14, 'Si1', 1.5319425, 4.95872376, 12.793263]

isite = 69  :  ce_fraction = 0.8528281193305537
['O1', 4.6986159, 2.71274715, 5.458819]
[23, 'Si1', 3.5284095, 3.806063, 5.290763]
[15, 'Si1', 5.060352, 1.15266076, 5.290763]

isite = 70  :  ce_fraction = 0.8528281193305488
['O1', 8.4793841, 2.71274715, 5.458819]
[16, 'Si1', 9.6495905, 3.806063, 5.290763]
[22, 'Si1', 8.117648, 1.15266076, 5.290763]

isite = 71  :  ce_fraction = 0.8528281193305531
['O1', 6.589, 5.98698846, 5.458819]
[21, 'Si1', 8.1209425, 6.45375901, 5.290763]
[17, 'Si1', 5.0570575, 6.45375901, 5.290763]

isite = 72  :  ce_fraction = 0.7261129950442654
['O1', 4.8725655, 0.72241016, 3.75125]
[0, 'Si1', 5.060352, 1.15266076, 2.211737]
[15, 'Si1', 5.060352, 1.15266076, 5.290763]

isite = 73  :  ce_fraction = 0.7261129950442659
['O1', 10.1160917, 3.85856042, 3.75125]
[1, 'Si1', 9.6495905, 3.806063, 2.211737]
[16, 'Si1', 9.6495905, 3.806063, 5.290763]

isite = 74  :  ce_fraction = 0.7261129950442647
['O1', 4.7783428, 6.83151219, 3.75125]
[2, 'Si1', 5.0570575, 6.45375901, 2.211737]
[17, 'Si1', 5.0570575, 6.45375901, 5.290763]

isite = 75  :  ce_fraction = 0.7261129950442671
['O1', 1.7164345, 10.69007261, 11.25375]
[3, 'Si1', 1.528648, 10.25982201, 9.714237]
[12, 'Si1', 1.528648, 10.25982201, 12.793263]

isite = 76  :  ce_fraction = 0.7261129950442679
['O1', -3.5270917, 7.55392235, 11.25375]
[4, 'Si1', -3.0605905, 7.60641977, 9.714237]
[13, 'Si1', -3.0605905, 7.60641977, 12.793263]

isite = 77  :  ce_fraction = 0.7261129950442662
['O1', 1.8106572, 4.58097058, 11.25375]
[14, 'Si1', 1.5319425, 4.95872376, 12.793263]
[5, 'Si1', 1.5319425, 4.95872376, 9.714237]

isite = 78  :  ce_fraction = 0.7261129950442623
['O1', 8.3996572, 6.83151219, 3.75125]
[21, 'Si1', 8.1209425, 6.45375901, 5.290763]
[6, 'Si1', 8.1209425, 6.45375901, 2.211737]

isite = 79  :  ce_fraction = 0.7261129950442679
['O1', 8.3054345, 0.72241016, 3.75125]
[7, 'Si1', 8.117648, 1.15266076, 2.211737]
[22, 'Si1', 8.117648, 1.15266076, 5.290763]

isite = 80  :  ce_fraction = 0.726112995044268
['O1', 3.0619083, 3.85856042, 3.75125]
[23, 'Si1', 3.5284095, 3.806063, 5.290763]
[8, 'Si1', 3.5284095, 3.806063, 2.211737]

isite = 81  :  ce_fraction = 0.7261129950442649
['O1', -1.8106572, 4.58097058, 11.25375]
[9, 'Si1', -1.5319425, 4.95872376, 9.714237]
[18, 'Si1', -1.5319425, 4.95872376, 12.793263]

isite = 82  :  ce_fraction = 0.7261129950442671
['O1', -1.7164345, 10.69007261, 11.25375]
[10, 'Si1', -1.528648, 10.25982201, 9.714237]
[19, 'Si1', -1.528648, 10.25982201, 12.793263]

isite = 83  :  ce_fraction = 0.7261129950442655
['O1', 3.5270917, 7.55392235, 11.25375]
[20, 'Si1', 3.0605905, 7.60641977, 12.793263]
[11, 'Si1', 3.0605905, 7.60641977, 9.714237]

isite = 84  :  ce_fraction = 0.8885682892283221
['O1', 6.589, 0.90615113, 1.7690895]
[7, 'Si1', 8.117648, 1.15266076, 2.211737]
[0, 'Si1', 5.060352, 1.15266076, 2.211737]

isite = 85  :  ce_fraction = 0.8885682892283233
['O1', 9.0987501, 5.25316582, 1.7690895]
[1, 'Si1', 9.6495905, 3.806063, 2.211737]
[6, 'Si1', 8.1209425, 6.45375901, 2.211737]

isite = 86  :  ce_fraction = 0.888568289228323
['O1', 4.0792499, 5.25316582, 1.7690895]
[8, 'Si1', 3.5284095, 3.806063, 2.211737]
[2, 'Si1', 5.0570575, 6.45375901, 2.211737]

isite = 87  :  ce_fraction = 0.8885682892283217
['O1', 0.0, 10.50633164, 9.2715895]
[3, 'Si1', 1.528648, 10.25982201, 9.714237]
[10, 'Si1', -1.528648, 10.25982201, 9.714237]

isite = 88  :  ce_fraction = 0.8885682892283218
['O1', -2.5097501, 6.15931695, 9.2715895]
[4, 'Si1', -3.0605905, 7.60641977, 9.714237]
[9, 'Si1', -1.5319425, 4.95872376, 9.714237]

isite = 89  :  ce_fraction = 0.8885682892283218
['O1', 2.5097501, 6.15931695, 9.2715895]
[11, 'Si1', 3.0605905, 7.60641977, 9.714237]
[5, 'Si1', 1.5319425, 4.95872376, 9.714237]

isite = 90  :  ce_fraction = 0.8885682892283219
['O1', 0.0, 10.50633164, 13.2359105]
[12, 'Si1', 1.528648, 10.25982201, 12.793263]
[19, 'Si1', -1.528648, 10.25982201, 12.793263]

isite = 91  :  ce_fraction = 0.888568289228322
['O1', -2.5097501, 6.15931695, 13.2359105]
[13, 'Si1', -3.0605905, 7.60641977, 12.793263]
[18, 'Si1', -1.5319425, 4.95872376, 12.793263]

isite = 92  :  ce_fraction = 0.888568289228322
['O1', 2.5097501, 6.15931695, 13.2359105]
[20, 'Si1', 3.0605905, 7.60641977, 12.793263]
[14, 'Si1', 1.5319425, 4.95872376, 12.793263]

isite = 93  :  ce_fraction = 0.8885682892283215
['O1', 6.589, 0.90615113, 5.7334105]
[22, 'Si1', 8.117648, 1.15266076, 5.290763]
[15, 'Si1', 5.060352, 1.15266076, 5.290763]

isite = 94  :  ce_fraction = 0.8885682892283233
['O1', 9.0987501, 5.25316582, 5.7334105]
[21, 'Si1', 8.1209425, 6.45375901, 5.290763]
[16, 'Si1', 9.6495905, 3.806063, 5.290763]

isite = 95  :  ce_fraction = 0.8885682892283226
['O1', 4.0792499, 5.25316582, 5.7334105]
[17, 'Si1', 5.0570575, 6.45375901, 5.290763]
[23, 'Si1', 3.5284095, 3.806063, 5.290763]

isite = 96  :  ce_fraction = 0.9634173835765969
['O1', -4.3652125, 10.12857846, 0.2775925]
[30, 'Si1', -5.0122523, 8.68147564, 0.0]
[24, 'Si1', -3.4355046, 11.41248277, 0.0]

isite = 97  :  ce_fraction = 0.9634173835765969
['O1', 0.0, 2.56780862, 0.2775925]
[25, 'Si1', -1.5767477, 2.73100713, 0.0]
[32, 'Si1', 1.5767477, 2.73100713, 0.0]

isite = 98  :  ce_fraction = 0.963417383576597
['O1', 4.3652125, 10.12857846, 0.2775925]
[26, 'Si1', 5.0122523, 8.68147564, 0.0]
[31, 'Si1', 3.4355046, 11.41248277, 0.0]

isite = 99  :  ce_fraction = 0.963417383576597
['O1', 10.9542125, 1.28390431, 7.7800925]
[27, 'Si1', 10.0245046, 0.0, 7.5025]
[33, 'Si1', 11.6012523, 2.73100713, 7.5025]

isite = 100  :  ce_fraction = 0.9634173835765967
['O1', 6.589, 8.84467415, 7.7800925]
[35, 'Si1', 5.0122523, 8.68147564, 7.5025]
[28, 'Si1', 8.1657477, 8.68147564, 7.5025]

isite = 101  :  ce_fraction = 0.9634173835765972
['O1', 2.2237875, 1.28390431, 7.7800925]
[29, 'Si1', 1.5767477, 2.73100713, 7.5025]
[34, 'Si1', 3.1534954, 0.0, 7.5025]

isite = 102  :  ce_fraction = 0.963417383576597
['O1', 10.9542125, 1.28390431, 14.7274075]
[31, 'Si1', 10.0245046, 0.0, 15.005]
[25, 'Si1', 11.6012523, 2.73100713, 15.005]

isite = 103  :  ce_fraction = 0.9634173835765967
['O1', 6.589, 8.84467415, 14.7274075]
[26, 'Si1', 5.0122523, 8.68147564, 15.005]
[30, 'Si1', 8.1657477, 8.68147564, 15.005]

isite = 104  :  ce_fraction = 0.9634173835765972
['O1', 2.2237875, 1.28390431, 14.7274075]
[32, 'Si1', 1.5767477, 2.73100713, 15.005]
[24, 'Si1', 3.1534954, 0.0, 15.005]

isite = 105  :  ce_fraction = 0.9634173835765971
['O1', -4.3652125, 10.12857846, 7.2249075]
[28, 'Si1', -5.0122523, 8.68147564, 7.5025]
[34, 'Si1', -3.4355046, 11.41248277, 7.5025]

isite = 106  :  ce_fraction = 0.9634173835765971
['O1', 0.0, 2.56780862, 7.2249075]
[29, 'Si1', 1.5767477, 2.73100713, 7.5025]
[33, 'Si1', -1.5767477, 2.73100713, 7.5025]

isite = 107  :  ce_fraction = 0.9634173835765972
['O1', 4.3652125, 10.12857846, 7.2249075]
[27, 'Si1', 3.4355046, 11.41248277, 7.5025]
[35, 'Si1', 5.0122523, 8.68147564, 7.5025]

