,isite_i,isite_j,pattern_i,pattern_j,distance
0,0,1,0,0,2.9978940805209535
1,0,2,0,0,2.9978940805209553
2,0,3,0,0,5.884377229678291
3,0,4,0,0,5.379882336843289
4,0,5,0,0,5.884377229678283
5,0,6,0,0,4.414617347283526
6,0,7,0,0,4.547013509432295
7,0,8,0,0,4.123132937546424
8,0,9,0,0,4.842808395155069
9,0,10,0,0,4.804020700169558
10,0,11,0,0,4.123132937546422
11,0,12,0,0,4.8040207001695565
12,0,13,0,0,3.2924816383742397
13,0,14,0,0,3.594615659661813
14,0,15,0,0,5.210831977037202
15,0,16,0,0,4.417148264979654
16,0,17,0,0,4.6595553032934705
17,0,18,0,0,4.417148264979654
18,0,19,0,0,4.65955530329347
19,0,20,0,0,1.399599553267264e-29
20,0,21,0,0,4.5470135094322925
21,0,22,0,0,4.547013509432293
22,0,23,0,0,6.880881813205113
23,0,24,0,0,2.9978940805209557
24,0,25,0,0,5.884377229678285
25,0,26,0,0,7.284521428142267e-30
26,0,27,0,0,2.9978940805209495
27,0,28,0,0,3.594615659661812
28,0,29,0,0,4.80402070016956
29,0,30,0,0,4.842808395155072
30,0,31,0,0,3.292481638374243
31,0,32,0,0,4.7734245420194945
32,0,33,0,0,5.222890420509439
33,0,34,0,0,3.594615659661813
34,0,35,0,0,4.804020700169559
35,0,36,0,0,3.982821756854186
36,0,37,0,0,4.659555303293464
37,0,38,0,0,4.436848048878718
38,0,39,0,0,3.1883303086519534
39,1,2,0,0,9.934728697429811e-30
40,1,3,0,0,4.524327666268978
41,1,4,0,0,4.97503732799675
42,1,5,0,0,4.524327666268989
43,1,6,0,0,5.718801296433594
44,1,7,0,0,5.858195872243118
45,1,8,0,0,4.822465122275495
46,1,9,0,0,4.11760405998137
47,1,10,0,0,5.080187772226764
48,1,11,0,0,4.822465122275495
49,1,12,0,0,5.0801877722267585
50,1,13,0,0,5.198738322538902
51,1,14,0,0,4.337418994000235
52,1,15,0,0,3.296633429283545
53,1,16,0,0,4.660131224571455
54,1,17,0,0,4.409355742856541
55,1,18,0,0,4.660131224571454
56,1,19,0,0,4.40935574285654
57,1,20,0,0,2.9978940805209566
58,1,21,0,0,5.858195872243119
59,1,22,0,0,5.858195872243119
60,1,23,0,0,4.395509194048464
61,1,24,0,0,1.0220647588052462e-29
62,1,25,0,0,4.524327666268985
63,1,26,0,0,2.9978940805209544
64,1,27,0,0,3.4897126909529733e-29
65,1,28,0,0,4.337418994000235
66,1,29,0,0,5.080187772226761
67,1,30,0,0,4.117604059981369
68,1,31,0,0,5.1987383225389046
69,1,32,0,0,5.754649603416144
70,1,33,0,0,5.209394809190764
71,1,34,0,0,4.337418994000233
72,1,35,0,0,5.080187772226762
73,1,36,0,0,3.232400145154874
74,1,37,0,0,4.4093557428565395
75,1,38,0,0,3.605379061141554
76,1,39,0,0,3.4202260272017972
77,2,3,0,0,4.524327666268977
78,2,4,0,0,4.97503732799675
79,2,5,0,0,4.524327666268988
80,2,6,0,0,5.718801296433593
81,2,7,0,0,5.858195872243119
82,2,8,0,0,4.822465122275495
83,2,9,0,0,4.117604059981372
84,2,10,0,0,5.080187772226763
85,2,11,0,0,4.822465122275497
86,2,12,0,0,5.080187772226758
87,2,13,0,0,5.198738322538903
88,2,14,0,0,4.337418994000235
89,2,15,0,0,3.296633429283543
90,2,16,0,0,4.660131224571456
91,2,17,0,0,4.409355742856541
92,2,18,0,0,4.6601312245714555
93,2,19,0,0,4.409355742856542
94,2,20,0,0,2.9978940805209575
95,2,21,0,0,5.8581958722431215
96,2,22,0,0,5.858195872243122
97,2,23,0,0,4.395509194048464
98,2,24,0,0,1.7110924590908397e-29
99,2,25,0,0,4.524327666268984
100,2,26,0,0,2.9978940805209557
101,2,27,0,0,5.461007039757548e-29
102,2,28,0,0,4.337418994000235
103,2,29,0,0,5.080187772226762
104,2,30,0,0,4.11760405998137
105,2,31,0,0,5.198738322538906
106,2,32,0,0,5.754649603416144
107,2,33,0,0,5.209394809190764
108,2,34,0,0,4.3374189940002355
109,2,35,0,0,5.08018777222676
110,2,36,0,0,3.2324001451548745
111,2,37,0,0,4.4093557428565395
112,2,38,0,0,3.605379061141556
113,2,39,0,0,3.420226027201799
114,3,4,0,0,5.684830016877811
115,3,5,0,0,3.678663881926405e-29
116,3,6,0,0,6.8790736038954154
117,3,7,0,0,4.950723228008088
118,3,8,0,0,3.6072614001116707
119,3,9,0,0,4.758541557904063
120,3,10,0,0,5.178200232609019
121,3,11,0,0,3.607261400111672
122,3,12,0,0,5.178200232609018
123,3,13,0,0,5.091112237362754
124,3,14,0,0,5.74017574542105
125,3,15,0,0,5.20737180412788
126,3,16,0,0,4.411966056473097
127,3,17,0,0,3.3913347344520837
128,3,18,0,0,4.411966056473095
129,3,19,0,0,3.3913347344520854
130,3,20,0,0,5.884377229678294
131,3,21,0,0,4.950723228008093
132,3,22,0,0,4.9507232280080915
133,3,23,0,0,3.807859618308854
134,3,24,0,0,4.524327666268974
135,3,25,0,0,1.9880309444719082e-29
136,3,26,0,0,5.884377229678289
137,3,27,0,0,4.5243276662689675
138,3,28,0,0,5.740175745421048
139,3,29,0,0,5.178200232609019
140,3,30,0,0,4.75854155790406
141,3,31,0,0,5.091112237362756
142,3,32,0,0,4.335469154848577
143,3,33,0,0,3.2883036764219864
144,3,34,0,0,5.740175745421052
145,3,35,0,0,5.178200232609017
146,3,36,0,0,1.972868967224655
147,3,37,0,0,3.391334734452085
148,3,38,0,0,3.191275318754747
149,3,39,0,0,4.401692018199375
150,4,5,0,0,5.684830016877818
